客户姓名,信用评分,自动审批状态,申请细节
李四,627,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2013-02-05"", ""verificationStatus"": 2}"
李四,616,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2014-12-27"", ""verificationStatus"": 2}"
李四,639,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2009-01-12"", ""verificationStatus"": 2}"
张三,619,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2018-01-17"", ""verificationStatus"": 2}"
李四,600,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2011-07-20"", ""verificationStatus"": 2}"
李四,625,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2016-10-08"", ""verificationStatus"": 2}"
李四,640,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2007-11-11"", ""verificationStatus"": 2}"
李四,637,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2014-12-14"", ""verificationStatus"": 2}"
张三,636,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2013-03-30"", ""verificationStatus"": 2}"
张三,620,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2015-12-06"", ""verificationStatus"": 2}"
张三,630,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2007-12-07"", ""verificationStatus"": 2}"
李四,605,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2015-02-05"", ""verificationStatus"": 2}"
张三,600,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2011-04-12"", ""verificationStatus"": 2}"
李四,607,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2007-12-20"", ""verificationStatus"": 2}"
张三,620,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2014-01-22"", ""verificationStatus"": 2}"
张三,625,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2013-03-03"", ""verificationStatus"": 2}"
张三,626,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2010-04-23"", ""verificationStatus"": 2}"
李四,625,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2018-06-22"", ""verificationStatus"": 2}"
张三,603,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2009-10-24"", ""verificationStatus"": 2}"
李四,608,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2008-01-18"", ""verificationStatus"": 2}"
张三,633,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2015-09-08"", ""verificationStatus"": 2}"
李四,611,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2008-11-09"", ""verificationStatus"": 2}"
张三,605,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2012-12-15"", ""verificationStatus"": 2}"
李四,612,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2014-05-10"", ""verificationStatus"": 2}"
李四,644,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2012-10-24"", ""verificationStatus"": 2}"
李四,633,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2010-06-25"", ""verificationStatus"": 2}"
张三,628,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2007-11-13"", ""verificationStatus"": 2}"
张三,640,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2018-06-28"", ""verificationStatus"": 2}"
李四,602,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2008-08-09"", ""verificationStatus"": 2}"
李四,612,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2012-05-09"", ""verificationStatus"": 2}"
张三,629,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2014-06-26"", ""verificationStatus"": 2}"
张三,641,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2017-09-08"", ""verificationStatus"": 2}"
张三,635,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2008-11-06"", ""verificationStatus"": 2}"
李四,633,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2007-01-21"", ""verificationStatus"": 2}"
张三,605,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2016-08-04"", ""verificationStatus"": 2}"
李四,638,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2017-02-16"", ""verificationStatus"": 2}"
李四,621,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2018-06-29"", ""verificationStatus"": 2}"
张三,623,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2010-01-20"", ""verificationStatus"": 2}"
张三,620,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2011-02-04"", ""verificationStatus"": 2}"
张三,608,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2014-07-30"", ""verificationStatus"": 2}"
张三,638,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2007-12-28"", ""verificationStatus"": 2}"
张三,626,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2013-12-24"", ""verificationStatus"": 2}"
张三,624,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2010-10-09"", ""verificationStatus"": 2}"
张三,622,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2016-02-27"", ""verificationStatus"": 2}"
李四,603,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2014-12-17"", ""verificationStatus"": 2}"
李四,638,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2013-12-12"", ""verificationStatus"": 2}"
李四,636,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2016-03-30"", ""verificationStatus"": 2}"
张三,611,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2017-03-05"", ""verificationStatus"": 2}"
张三,616,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2015-09-11"", ""verificationStatus"": 2}"
李四,604,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2009-02-27"", ""verificationStatus"": 2}"
张三,607,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2014-11-13"", ""verificationStatus"": 2}"
张三,601,不通过,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 17, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2016-01-21"", ""verificationStatus"": 2}"
张三,709,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2014-03-29"", ""verificationStatus"": 2}"
李四,699,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2017-09-08"", ""verificationStatus"": 2}"
张三,675,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2016-01-06"", ""verificationStatus"": 2}"
张三,686,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2018-07-27"", ""verificationStatus"": 2}"
张三,676,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2014-06-25"", ""verificationStatus"": 2}"
